Title,Summary,Link
"Radiation Therapy, Irinotecan, and Cetuximab in Treating Patients Who Are Undergoing Surgery for Stage III or Stage IV Rectal Cancer","RATIONALE: Specialized radiation therapy that delivers a high dose of radiation directly to the tumor may kill more tumor cells and cause less damage to normal tissue. Drugs used in chemotherapy, such as irinotecan, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as cetuximab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Giving radiation therapy together with irinotecan and cetuximab before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed.

PURPOSE: This phase I trial is studying the side effects and best dose of irinotecan when given together with cetuximab and radiation therapy in treating patients who are undergoing surgery for stage III or stage IV rectal cancer.",https://clinicaltrials.gov/study/NCT00392470
A Study to Learn More About How Safe the Study Treatment Finerenone is in Long-term Use When Taken With an ACE Inhibitor or Angiotensin Receptor Blocker Over 18 Months of Use in Children and Young Adults From 1 to 18 Years of Age With Chronic Kidney Disease and Proteinuria,"Researchers are looking for a better way to treat children who have chronic kidney disease (CKD), which is long-term kidney disease, and proteinuria, a condition in which a person´s kidneys leak protein into the urine.

The kidneys filter waste and fluid from the blood to form urine. In children with CKD, the kidney´s filters do not work as well as they should. This can lead to accumulation of waste and fluid in the body and proteinuria. CKD can lead to other medical problems, such as high blood pressure, also known as hypertension. Vice versa, hypertension and proteinuria can also contribute to worsening of CKD. Therefore, the treatment of CKD aims to control blood pressure and proteinuria. There are treatments available for doctors to prescribe to children with CKD and hypertension and/or proteinuria. These include ""angiotensin-converting enzyme inhibitors"" (ACEI) and ""angiotensin receptor blockers"" (ARB). Both ACEI and ARB can help improve kidney function by reducing the activity of the renin-angiotensin-aldosterone system (RAAS). The RAAS is a system that works with the kidneys to control blood pressure and the balance of fluid and electrolytes in the blood. In people with CKD, the RAAS is often too active, which can impair the ability of the kidneys to work properly and cause hypertension and proteinuria. However, ACEI or ARB treatment alone does not work for all patients with CKD as they only target the angiotensin part of the renin-angiotensin-aldosterone system.

The study treatment, finerenone, is expected to help control RAAS overactivation together with an ACEI or ARB.

So, the researchers in this study want to learn more about whether finerenone given in addition to either an ACEI or ARB can help their kidney function.

The main purpose of this study is to learn how safe the treatment is when used of finerenone in addition to an ACEI or ARB in long-term.

To see how safe the treatment is, the study team will collect information on medical problems which are also known as ""treatment emergent adverse events"" (TEAEs). And they will also collect levels of an electrolyte called potassium in the blood by taking blood samples, and measure blood pressure during the study.

The secondary purpose of this study is to learn how well long-term use of finerenone can reduce the amount of protein in the participants' urine and benefit kidney function when taken with standard of care.

To see how the treatment works, the study team will collect participants' urine samples to assess urinary albumin-to-creatinine ratio (UACR) and urinary protein-to-creatinine ratio (UPCR), which are important assessments for calculating the level of protein in the urine. Researchers will also collect blood samples to analyze serum creatinine and calculate estimated glomerular filtration rate (eGFR). A significant decline in eGFR indicates worsening kidney function.

The study will include participants who had previously participated in FIONA study (NCT05196035). The participants will be aged from 1 year up to 18 years.

The participants will be in the study for approximately 19 months. They will take study treatment for up to 18 months and will be follow up for 1 month. During this period, at least 12 visits are planned for patients who newly start finerenone, and at least 8 visits for patients who already received finerenone.

In the visit, the study team will:

* have their blood pressure, heart rate, temperature, height and weight measured
* have blood and urine samples taken
* have physical examinations
* have their heart examined by an electrocardiogram and echocardiography (a sonogram of the heart)
* answer questions about their medication and whether they have any adverse events, or have their parents or guardian's answer
* answer questions about how they are feeling, or have their parents or guardian's answer
* answer question about how they like the study medication, or have their parents or guardian's answer The doctors will keep track of any adverse events. An adverse event is any medical problem that a participant has during a study. Doctors keep track of all adverse events that happen in studies, even if they do not think the adverse events might be related to the study treatments.

The doctors will check the participants' health about 30 days after the participants take their last treatment.",https://clinicaltrials.gov/study/NCT05457283
Enteric-coated Mycophenolate Sodium (EC-MPS) With Reduced-dose Tacrolimus Versus EC-MPS With Standard-dose Tacrolimus in Stable Kidney Transplant Recipients,"This study introduces a new optimization immunosuppressive regimen associating tacrolimus at a reduced dose and enteric-coated mycophenolate sodium at an increased dose in order to slow down renal function worsening and to prevent the progression of chronic allograft nephropathy, while maintaining the same efficacy, in maintenance renal transplant recipients.",https://clinicaltrials.gov/study/NCT00284934
"A Study of Radiation Dosimetry, Safety, and Tolerability of Extended Lutetium (177Lu) Vipivotide Tetraxetan Treatment in Chemo-naïve Adults With Metastatic Castration-resistant Prostate Cancer: RADIOpharmaceutical DOSimetry Evaluation (RADIODOSE) Study","The purpose of the study is to assess and evaluate dosimetry, safety, and tolerability following administration of up to 12 cycles of (177Lu) vipivotide tetraxetan (also referred to as \[177Lu\]Lu-PSMA-617 or 177Lu-PSMA-617 and hereafter identified as AAA617) in taxane-naïve adult participants with PSMA-positive mCRPC who progressed on a prior ARPI treatment with normal renal function or mild renal impairment (eGFR ≥ 60ml/min).",https://clinicaltrials.gov/study/NCT06531499
A Study of ABT-414 in Participants With Newly Diagnosed Glioblastoma (GBM) With Epidermal Growth Factor Receptor (EGFR) Amplification,"This study seeks to determine whether the addition of ABT-414 to concomitant radiotherapy and temozolomide (TMZ) followed by combination of ABT-414 with adjuvant TMZ prolongs overall survival (OS) among participants with newly diagnosed glioblastoma (GBM) with epidermal growth factor receptor (EGFR) amplification.

In addition, there is a Phase 1, open-label, multicenter sub-study to assess the pharmacokinetics, safety and tolerability of ABT-414 in participants with newly diagnosed EGFR-amplified GBM who have mild or moderate hepatic impairment.",https://clinicaltrials.gov/study/NCT02573324
A Study of Trastuzumab Emtansine Versus Capecitabine + Lapatinib in Participants With HER2-positive Locally Advanced or Metastatic Breast Cancer,"This is a Phase III, randomized, multicenter, international, 2-arm, open-label clinical trial designed to compare the safety and efficacy of trastuzumab emtansine (T-DM1) with that of capecitabine + lapatinib in participants with human epidermal growth factor receptor 2 (HER2)-positive locally advanced or metastatic breast cancer. Participants will be treated until disease progression (PD), unmanageable toxicity, or study termination. Once disease progression is reported, all participants will be followed for survival every 3 months until death, loss to follow-up, withdrawal of consent, or study termination.",https://clinicaltrials.gov/study/NCT00829166
Efficacy of Add-on Plasma Exchange As an Adjunctive Strategy Against Septic Shock,"Randomized, prospective, multicenter, open-label, controlled, parallel-group interventional trial to test the adjunctive effect of therapeutic plasma exchange in patients with early septic shock.",https://clinicaltrials.gov/study/NCT05726825
Study on Bisphosphonates Targeting Triple-negative Breast Cancer,"Triple-negative breast cancer has a poor prognosis and lacks effective adjuvant treatment. A number of preclinical and clinical trials have shown that bisphosphonates have direct or indirect anti-tumor activity, and early use of bisphosphonate adjuvant therapy can prevent cancer recurrence and metastasis including bone metastasis and greatly improve the prognosis of cancer patients. Bisphosphonates have the advantages of low cost, low toxicity, and strong tolerance and can be used as an auxiliary treatment for triple-negative breast cancer. The preliminary study found that bisphosphonates can be chimeric with erlotinib, an epidermal growth factor receptor tyrosine kinase inhibitor, which can synergistically inhibit the in vitro tumor formation of cancer (such as non-small-cell lung cancer and breast cancer) cells and the growth of transplanted tumors. Therefore, the purpose of this multi-center prospective real-world study was to further investigate the effects of bisphosphonate adjuvant therapy on breast cancer.",https://clinicaltrials.gov/study/NCT04045522
Repurposing Empagliflozin and Dapagliflozin for Paediatric Heart Failure: Translational Approach and Dose Rationale,"This study aims at exploring the use of Dapagliflozin and Empagliflozin in children and adolescents 6-18 years old with heart failure. These molecules are effective in reducing hospitalisations and mortality in adults with heart failure and are used in adolescents with type 2 diabetes mellitus, but little is known on children with heart failure. Particularly, the best dose to use in this population is currently unknown. This trial aims to:

1. define a dose rationale for this indication and age group (pharmacokinetic study),
2. assess and monitor safety,
3. assess ease-of-swallow,
4. explore middle-term (4-6 weeks) efficacy and efficacy markers.

Participants will be asked to attend 4 study visits over 4-6 weeks, and one end-study visit 2-12 weeks thereafter. Visits 1 and 3 will entail an 8h day-hospital stay, while Visits 2, 4 and the end-study visit will be outpatient clinics (approximately 2h). Participants will be asked to take the studied drug once daily during the 4-6 weeks of the study period.

All participants will take both Dapagliflozin and Empagliflozin: 6 will start with Dapagliflozin first (Visits 1-2) and then switch to Empagliflozin (Visits 3-4), while 6 will start with Empagliflozin first (Visits 1-2) and then switch to Dapagliflozin (Visits 3-4). No comparison group is foreseen for this study.",https://clinicaltrials.gov/study/NCT06012266
"Safety, Tolerability and Efficacy of Vaginal Suppositories for Treatment of the Endometriosis","Background:

Endometriosis is a chronic gynecological disease with the growth of endometrial tissue outside the endometrium. In all its properties, this tissue is similar to the mucous membrane of the uterus.

Types of endometriosis:

Endometriosis is divided into genital and extragenital. Genital endometriosis is internal and external. When the inner is affected by the uterus, with the external - the ovaries, tubes, vagina and external genital organs are affected. Extragenital endometriosis can affect various organs of the abdominal cavity.

Drug treatment does not show high effectiveness. Surgery / laparoscopic is currently considered the gold standard treatment for this problem, including infertility treatment.

The purpose of our studies is to achieve substantial results with respect to tolerability, safety and clinical efficacy of vaginal suppository ELTA for treatment of the endometriosis.

Methods:

Phase I clinical trial to be conducted at Cancer Center to hold under the aegis UniversitätsSpital Zürich from May 2018 to September 2018.

Ninety-four patients with the form of genital endometriosis will take part in the studies. The study was approved by the Ethics Committee at the Cancer Institute no C99884.01FH339",https://clinicaltrials.gov/study/NCT03481842
Vitamin D Supplementation in Individuals With a Chronic Spinal Cord Injury,"The main objective of this placebo-controlled randomized double-blinded study is to investigate the effect of vitamin D supplementation on vitamin D status (25(OH)D concentration in the blood) among individuals with a chronic spinal cord injury (SCI). Further, the effects of vitamin D supplementation on several other parameters (e.g. bone density and mood) are investigated, which could reveal positive secondary effects of supplementation that are especially relevant for clinical practice.",https://clinicaltrials.gov/study/NCT04652544
Diabetes and Smoking Cessation: a Gender-Oriented Study,"People with diabetes still smoke at equivalent rates as non-diabetics. There is lack of evidence regarding interventions for smoking cessation among individuals with diabetes. The aim of this project is to assess the 12 months efficacy of a smoking cessation intervention tailored to diabetes and gender specificities, in a population of 500 smokers with type 2 diabetes. The secondary objectives are to assess the impact of smoking cessation on anthropometric outcomes, diabetes control and renal function and fecal microbiota.",https://clinicaltrials.gov/study/NCT03426423
Anti-EGFR-immunoliposomes Loaded With Doxorubicin in Patients With Advanced Triple Negative EGFR Positive Breast Cancer,"The main objective of the trial is to determine the efficacy of doxorubicin-loaded anti-EGFR immunoliposomes as first-line therapy in patients with advanced triple Negative, EGFR positive breast cancer. In this proof of concept trial, all patients will have an administration of the doxorubicin-loaded anti-EGFR immunoliposomes (anti-EGFR-IL-dox) every 28 days, until progression or unacceptable toxicity.",https://clinicaltrials.gov/study/NCT02833766
Treatment of Autonomous Hyperparathyroidism in Post Renal Transplant Recipients,"Hyperparathyroidism (HPT) is common in people with a kidney transplant. Patients with HPT often have high parathyroid hormone (PTH) levels and may have large parathyroid glands in the neck. Patients with HPT can develop bone disease (osteodystrophy). This bone disease can cause bone pain, fractures, and poor formation of red blood cells. Other problems from HPT may include increases in blood levels of calcium (hypercalcemia) and low blood levels of phosphorus (hypophosphatemia). The high calcium levels may cause calcium to deposit in body tissues. Calcium deposits can cause arthritis (joint pain and swelling), muscle inflammation, itching, gangrene (death of soft tissue), heart and lung problems or kidney transplant dysfunction (worsening of kidney transplant function). The purpose of this study is to evaluate the effects of cinacalcet (Sensipar/Mimpara) on high calcium levels in the blood in patients with HPT after a kidney transplant.",https://clinicaltrials.gov/study/NCT00975000
Trastuzumab Deruxtecan (DS-8201a) Versus Investigator's Choice for HER2-low Breast Cancer That Has Spread or Cannot be Surgically Removed [DESTINY-Breast04],"This study will compare DS-8201a to physician choice standard treatment.

Participants must have HER2-low breast cancer that has been treated before.

Participants' cancer:

* Cannot be removed by an operation
* Has spread to other parts of the body",https://clinicaltrials.gov/study/NCT03734029
A Study of Neoadjuvant Letrozole + Taselisib Versus Letrozole + Placebo in Post-Menopausal Women With Breast Cancer (LORELEI),"This is a two-arm, randomized, double-blind, multicenter, pre-operative study to evaluate the effect of combining letrozole and GDC-0032 (also known as taselisib) versus letrozole and placebo in postmenopausal women with estrogen receptor-positive (ER+)/human epidermal growth factor receptor 2 (HER2) untreated, Stage I-III operable breast cancer. Participants will be randomized into one of the two treatment arms with a 1:1 randomization ratio. Letrozole at 2.5 milligrams (mg) will be dosed once daily plus either Taselisib at 4 mg (two 2-mg tablets) or placebo on a 5 days-on/ 2 days-off schedule for a total of 16 weeks.",https://clinicaltrials.gov/study/NCT02273973
Study Assessing the Safety and Efficacy of Pegcetacoplan in Post-Transplant Recurrence of C3G or IC-MPGN,"This is a Phase 2, multicenter, open-label, randomized, controlled study designed to evaluate the safety and efficacy of pegcetacoplan in patients who have post-transplant recurrence of C3G or IC-MPGN.",https://clinicaltrials.gov/study/NCT04572854
Pilot Feasibility Study of Combined Kidney and Hematopoietic Stem Cell Transplantation to Cure End-stage Renal Disease,"This pilot study of combined kidney and hematopoietic stem cell transplantation attempts to establish a protocol to induce immunological tolerance as a new strategy to prevent renal graft rejection. If successful, this strategy would restore renal function, while avoiding the risks associated with long-term standard anti-rejection therapy, and would represent the first option to cure end-stage renal disease.",https://clinicaltrials.gov/study/NCT02176434
Study of Autologous Tumor Infiltrating Lymphocytes in Patients With Solid Tumors,"A prospective, open-label, multi-cohort, non-randomized, multicenter Phase 2 study evaluating adoptive cell therapy (ACT) with TIL \[LN-144/LN-145 (lifileucel)\] in combination with immune checkpoint inhibitors or TIL \[LN-144/LN-145 (lifileucel) and LN-145-S1\] as a single agent therapy.",https://clinicaltrials.gov/study/NCT03645928
Quantify the Benefits of Biomarkers in Routine Patient Care in Kidney Transplant Recipients,"The investigator hypothesize that the combined use of (1) non-invasive biomarkers in peripheral blood predicting anti-donor immunological activation or quiescence (2) interactive and actionable data analytics delivered at the bedside will promote safe clinical follow-up of kidney transplant patients with less need for invasive and induced risk surveillance by allograft protocol biopsies to assess allograft rejection in clinically stable kidney transplant patients. It is therefore proposed an European, multicenter, prospective randomized comparing two strategies of follow-up: in the first, biopsies are guided by biomarkers, in the second one, a routine biopsy is performed at M3. In both groups, a biopsy is performed at M12 and whenever considered necessary by the clinician.",https://clinicaltrials.gov/study/NCT04774575
National Unified Renal Translation Research Enterprise - Chronic Kidney Disease,"Chronic Kidney Disease (CKD) affects around 10% of the adult population and is associated with an increased risk of heart attack, stroke and end stage kidney disease (ESKD). This study aims to better predict who is most likely to progress to ESKD using previously identified risk factors and novel biomarkers in blood and urine samples, along with kidney biopsy tissue. Resources can then be directed to those most at risk of disease progression and other associated conditions such as heart attack and stroke, while those at lower risk can be offered less frequent monitoring.",https://clinicaltrials.gov/study/NCT04084145
Registrational Study With Omecamtiv Mecarbil (AMG 423) to Treat Chronic Heart Failure With Reduced Ejection Fraction,The purpose of this study is to determine if treatment with omecamtiv mecarbil when added to standard of care is well tolerated and superior to placebo in reducing the risk of cardiovascular death or heart failure events in adults with chronic heart failure with reduced ejection fraction (HFrEF).,https://clinicaltrials.gov/study/NCT02929329
International Study of Comparative Health Effectiveness With Medical and Invasive Approaches (ISCHEMIA),"The purpose of the ISCHEMIA trial is to determine the best management strategy for higher-risk patients with stable ischemic heart disease (SIHD). This is a multicenter randomized controlled trial with 5179 randomized participants with moderate or severe ischemia on stress testing. A blinded coronary computed tomography angiogram (CCTA) was performed in most participants with eGFR ≥60 mL/min/1.73m2 to identify and exclude participants with either significant unprotected left main disease (≥50% stenosis) or those without obstructive CAD (\<50% stenosis in all major coronary arteries). Of 8518 participants enrolled, those that had insufficient ischemia, ineligible anatomy demonstrated on CCTA or another exclusion criterion, did not go on to randomization. Eligible participants were then assigned at random to a routine invasive strategy (INV) with cardiac catheterization followed by revascularization, if feasible, plus optimal medical therapy (OMT) or to a conservative strategy (CON) of OMT, with cardiac catheterization and revascularization reserved for those who fail OMT.

SPECIFIC AIMS

A. Primary Aim The primary aim of the ISCHEMIA trial is to determine whether an initial invasive strategy of cardiac catheterization followed by optimal revascularization, if feasible, in addition to OMT, will reduce the primary composite endpoint of cardiovascular death, nonfatal myocardial infarction, resuscitated cardiac arrest, or hospitalization for unstable angina or heart failure in participants with SIHD and moderate or severe ischemia over an average follow-up of approximately 3.5 years compared with an initial conservative strategy of OMT alone with catheterization reserved for failure of OMT.

B. Secondary Aims Secondary aims are to determine whether an initial invasive strategy compared to a conservative strategy will improve: 1) the composite of CV death or MI; 2) angina symptoms and quality of life, as assessed by the Seattle Angina Questionnaire; 3) all-cause mortality; 4) net clinical benefit assessed by including stroke in the primary and secondary composite endpoints; and 5) individual components of the composite endpoints.

Condition: Coronary Disease Procedure: Coronary CT Angiogram Procedure: Cardiac catheterization Phase: Phase III per NIH

Condition: Cardiovascular Diseases Procedure: Angioplasty, Transluminal, Percutaneous Coronary, other catheter-based interventions Phase: Phase III per NIH

Condition: Heart Diseases Procedure: Coronary Artery Bypass Surgery Phase: Phase III per NIH",https://clinicaltrials.gov/study/NCT01471522
"Study of Nivolumab Versus Placebo in Combination With Neoadjuvant Chemotherapy and Adjuvant Endocrine Therapy in Participants With High-risk, Estrogen Receptor-Positive (ER+), Human Epidermal Growth Factor Receptor 2-Negative (HER2-) Primary Breast Cancer","A randomized multi-arm study evaluating the efficacy and safety of nivolumab versus placebo in combination with neoadjuvant (pre-surgery) chemotherapy and adjuvant (post-surgery) endocrine therapy in participants with high-risk, estrogen receptor-positive, human epidermal growth factor receptor 2-negative (ER+, HER2-) early stage breast cancer.",https://clinicaltrials.gov/study/NCT04109066
Combination Chemotherapy With or Without Trastuzumab in Treating Women With Breast Cancer,"Primary objective:

* Compare disease-free survival in women with human epidermal growth factor receptor 2 (HER2)-neu-expressing node-positive or high-risk node-negative operable breast cancer treated with adjuvant doxorubicin, cyclophosphamide, and docetaxel with or without trastuzumab (Herceptin) vs trastuzumab, docetaxel, and carboplatin.

Secondary objective:

* Compare overall survival of participants treated with these regimens.
* Compare the toxic effects (including cardiac) of these regimens in these participants.
* Compare quality of life of participants treated with these regimens.
* Compare pathologic and molecular markers for predicting efficacy of these regimens in these participants.
* For substudy: Compare peripheral levels of shed HER2-neu extracellular domain with fluorescence in situ hybridization in predicting outcome in participants treated with these regimens.",https://clinicaltrials.gov/study/NCT00021255
A Phase Ib/II Study of LGX818 in Combination With MEK162 in Adult Patients With BRAF Dependent Advanced Solid Tumors,"This is a multi-center, open-label, dose finding, Phase Ib dose escalation study to estimate the MTD(s) and/or RP2D(s) for the dual combination of LGX818 and MEK162 and the triple combination of LGX818 and MEK162 and LEE011, followed each independently by a Phase II part to assess the clinical efficacy and to further assess the safety of the combinations in selected patient populations. Oral LGX818 and MEK162 will be administered on a continuous schedule. Oral LEE011 will be administered once daily on a three weeks on, one week off schedule. Patients will be treated until progression of disease, unacceptable toxicity develops, or withdrawal of informed consent, whichever occurs first. A cycle is defined as 28 days. The dose escalation parts of the trial will be conducted in adult patients with BRAF V600-dependent advanced solid tumors and is expected to enroll at least 18 patients for the dual combination and at least 12 patients for the triple combination. The dose escalation will be guided by a Bayesian logistic regression model (BLRM). Following MTD/RP2D declaration, patients will be enrolled in three Phase II arms for the dual combination and one Phase II arm for the triple combination. All patients will be followed for 30 days for safety assessments after study drugs discontinuation. All patients enrolled in the Phase II part of the study will be followed for survival.",https://clinicaltrials.gov/study/NCT01543698
Palbociclib Combined With an Aromatase Inhibitor in Breast Cancer,"Pfizer's innovative drug palbociclib (trade name: Ibrance®) got China National Drug Administration (CNDA) approval on July 31, 2018. Palbociclib combined with an aromatase inhibitor can be used to treat hormone receptor-positive/human epidermal growth factor receptor 2-negative locally advanced breast cancer or metastatic breast cancer. This brings more treatment options for hormone receptor-positive/human epidermal growth factor receptor 2-negative locally advanced breast cancer. How to scientifically evaluate the efficacy, tolerability, and safety of palbociclib combined with an aromatase inhibitor and to establish a more suitable treatment strategy for Chinese patients is one of the questions that need to be answered in clinical practice. This multi-center parallel-group randomized controlled trial will address on this issue.",https://clinicaltrials.gov/study/NCT04047758
"A Study of Izalontamab Brengitecan Versus Chemotherapy in Participants With Previously Untreated, Locally Advanced, Recurrent Inoperable, or Metastatic Triple-negative Breast Cancer Ineligible for Anti-PD(L)1 Drugs (IZABRIGHT-Breast01)","The purpose of this study is to assess the efficacy and safety of iza-bren, a bi-specific antibody-drug conjugate against EGFR and HER3 with a topoisomerase inhibitor payload versus treatment of physician's choice (TPC) (paclitaxel, nab-paclitaxel, carboplatin plus gemcitabine, and capecitabine) for the treatment of first-line metastatic triple-negative breast cancer (TNBC) or estrogen receptor (ER)-low, human epidermal growth factor receptor 2 (HER2)-negative BC patients who are not candidates for anti-PD(L)1 therapy and endocrine therapies.",https://clinicaltrials.gov/study/NCT06926868
NEODOXy: Targeting Breast Cancer Stem Cells With Doxycycline,"Despite modern surgical and medical treatments, breast cancer can re-occur and lead 20% of patients to death. During the last 20 years, pre-clinical studies have shown that treatment failures may be due to the presence of a sub-type of cancer cells, the cancer stem cells, which are resistant to chemotherapy and radiotherapy. By chance, doxycycline, an old, inexpensive and safe molecule seems to target effectively these cancer stem cells. This study proposes to check for the clinical efficacy of doxycycline to target the cancer stem cells and improve the response to neoadjuvant chemotherapy in ER+/HER2- breast cancers.",https://clinicaltrials.gov/study/NCT06452394
Long-term Outcome of HER2-amplified Metastatic Breast Cancer: A Retrospective Analysis,The aim of this study is to analyze cases of human epidermal growth factor receptor (HER) 2-positive metastatic breast cancer (MBC) of the last 10 years at the University Hospital of Zurich to assess the efficacy of the treatment with trastuzumab in HER2-positive MBC and to find out associations between different variables and the outcome. The aim is to find out probable prognostic factors and patterns of disease progression. Prognostic factors could optimize treatment approaches and result in a delay of disease progression.,https://clinicaltrials.gov/study/NCT02560311
Tumor-agnostic Precision Immuno-oncology and Somatic Targeting Rational for You (TAPISTRY) Platform Study,"TAPISTRY is a Phase II, global, multicenter, open-label, multi-cohort study designed to evaluate the safety and efficacy of targeted therapies or immunotherapy as single agents or in rational, specified combinations in participants with unresectable, locally advanced or metastatic solid tumors determined to harbor specific oncogenic genomic alterations or who are tumor mutational burden (TMB)-high as identified by a validated next-generation sequencing (NGS) assay. Participants with solid tumors will be treated with a drug or drug regimen tailored to their NGS assay results at screening. Participants will be assigned to the appropriate cohort based on their genetic alteration(s). Treatment will be assigned on the basis of relevant oncogenotype, will have cohort-specific inclusion/exclusion criteria, and, unless otherwise specified, will continue until disease progression, loss of clinical benefit, unacceptable toxicity, participant or physician decision to discontinue, or death, whichever occurs first.",https://clinicaltrials.gov/study/NCT04589845
"A Study to Learn More About How Well Sevabertinib (BAY 2927088) Works and How Safe it is Compared With Standard Treatment, in Participants Who Have Advanced Non-small Cell Lung Cancer (NSCLC) With Mutations of the Human Epidermal Growth Factor Receptor 2 (HER2)","Researchers are looking for a better way to treat people who have advanced non-small cell lung cancer (NSCLC) with specific genetic changes called human epidermal growth factor receptor 2 (HER2) mutations.

Advanced NSCLC is a group of lung cancers that have spread to nearby tissues or to other parts of the body or that are unlikely to be cured or controlled with currently available treatments. HER2 is a protein that helps cells to grow and divide. A damage (also called mutation) to the building plans (genes) for this protein in cancer cells leads to a production of abnormal HER2 and therefore abnormal cell growth and division.

The study treatment, BAY 2927088, is expected to block the mutated HER2 protein which may stop the spread of NSCLC.

The main purpose of this study is to learn how well BAY 2927088 works and how safe it is compared with standard treatment, in participants who have advanced NSCLC with specific genetic changes called HER2 mutations.

The study participants will receive one of the study treatments:

* BAY 2927088 twice every day as a tablet by mouth, or
* Standard treatment in cycles of 21 days via infusion (""drip"") into the vein. The treatment will continue for as long as participants benefit from it without any severe side effects or until they or their doctor decide to stop the treatment.

During the study, the doctors and their study team will:

* take imaging scans, including CT, PET, MRI, and X-rays, of different parts of the body to study the spread of cancer
* check the overall health of the participants by performing tests such as blood and urine tests, and checking
* heart health using an electrocardiogram (ECG)
* perform pregnancy tests for women
* ask the participants questions about how they are feeling and what adverse events they are having.

An adverse event is any medical problem that a participant has during a study. Doctors keep track of all adverse events, irrespective if they think it is related or not to the study treatment.",https://clinicaltrials.gov/study/NCT06452277
Study of Sotatercept in Newly Diagnosed Intermediate- and High-Risk PAH Participants (MK-7962-005/A011-13),"The objective of this study is to evaluate the effects of sotatercept (MK-7962, formerly called ACE-011) treatment (plus background pulmonary arterial hypertension (PAH) therapy) versus placebo (plus background PAH therapy) on time to clinical worsening (TTCW) in participants who are newly diagnosed with PAH and are at intermediate or high risk of disease progression.",https://clinicaltrials.gov/study/NCT04811092
"Effectiveness and Safety of Ramipril Alone Compared With Telmisartan Alone and in Combination With Ramipril in Patients at High Risk for Cardiovascular Events. Patients Intolerant to Ramipril Were Entered in TRANSCEND, Telmisartan Compared to Placebo.","The Ongoing Telmisartan Alone and in combination wiht Ramipril Global Endpoint trial (ONTARGET): The primary objectives are to determine if (a) telmisartan 80mg daily and ramipril 10mg daily combination therapy is more effective in reducing the composite endpoint of Cardiovascular Death (CV) death, Myocardial infarction (MI), stroke or hospitalization for Congestive Heart Failure (CHF) compared with ramipril 10mg alone; and (b) telmisartan 80mg daily is at least as effective as (i.e. not less effective than) ramipril 10mg daily, on this endpoint.

Telmisartan Randomised Assessment Study in Angiotension converting Enzyme inhibitor intolerant subjects with Cardiovascular Disease. (TRANSCEND): The primary objective of the study is to determine if treatment with telmisartan 80mg daily is superior to placebo reducing the composite endpoint of Cardiovascular Death (CV), Myocardial Infarction ( MI)I, stroke or hospitalization for Congestive Heart Failure (CHF) in patients who are intolerant to Angiotension Converting Enzyme inhibitors.",https://clinicaltrials.gov/study/NCT00153101
Osimertinib for NSCLC With Uncommon EGFR Mutations,"This is a multi-center, retrospective study of ucEGFRmut (exon 20 insertions excluded) metastatic NSCLC osimertinib-treated as first EGFR inhibitor. RECIST and RANO-BM brain objective response rate (ORR) were evaluated by investigators. mPFS, mOS and mDOR were calculated from osimertinib initiation. Mutations found at resistance were collected.",https://clinicaltrials.gov/study/NCT05421936
Real-life Pan-HER-blockade With Neratinib,"So far, there is no data available on treatment of patients with early-stage hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2)-overexpressed/amplified breast cancer, who completed adjuvant trastuzumab-based therapy less than one year ago, in the clinical routine setting.

ELEANOR - designed as a prospective, longitudinal, non-interventional study (NIS) - will investigate real-world use of neratinib and its treatment management in patients with HR-positive, HER2-overexpressing/amplified breast cancer stage I-III having completed adjuvant trastuzumab-based therapy less than one year ago. Data from this study will contribute to a deeper understanding and characterization of the everyday use of neratinib in a broader patient population in the German and Austrian routine setting.",https://clinicaltrials.gov/study/NCT04388384
A Study of Osimertinib With or Without Chemotherapy Versus Chemotherapy Alone as Neoadjuvant Therapy for Patients With EGFRm Positive Resectable Non-Small Cell Lung Cancer,"This is a Phase III, randomised, controlled, 3-arm, multi-centre study of neoadjuvant osimertinib as monotherapy or in combination with chemotherapy, versus SoC chemotherapy alone, for the treatment of patients with resectable EGFRm Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT04351555
Nephrospec Switzerland,"This is a randomized, double-blind sham-controlled monocentric trial. 30 patients that are diagnosed with hypertension and with moderate to severe chronic kidney disease are included in this trial. 20 of them are randomized into the active treatment arm, 10 into the sham arm. Low-intensity extracorporal shock wave (Li-ESWT) sessions (arm1) or sham sessions (arm2), will be administered with a dedicated probe within three consecutive weeks to the kidneys of patients.The study will add data to the effects of the shock wave treatment on blood pressure and will assess whether this treatment improves renal function, perfusion and oxygenation. The study includes a third arm (arm3) in which treatment sessions are administered to patients that were in the placebo group in the first phase of the study (arm2).",https://clinicaltrials.gov/study/NCT06194591
